Map,Agents,Lambda,Algorithm,Samples,AvgServiceTime,AvgServiceTime_std,AvgPathLength,AvgPathLength_std,PeakMemory_MB,PeakMemory_MB_std,NPC,NPC_std,NPC_min,NPC_max,PerStepTime,PerStepTime_std
empty,10,0.5,LNS-MAPD,19,427.71,19.2,36.83,0.29,13.9,0.3,1.0323,0.0445,1.0,1.5,0.4306,0.032
empty,10,0.5,PIBT,9,442.96,19.56,36.73,0.15,26.1,0.0,1.0018,0.0162,1.0,2.0,0.008,0.0024
empty,10,0.5,PIBT-NoDist,4,423.07,4.92,37.01,0.12,233.2,0.3,1.0013,0.0121,1.0,1.5,0.4307,0.0405
empty,10,0.5,RCMA,20,416.71,15.41,41.03,0.25,1556.3,1.6,1.0002,0.0112,1.0,2.0,2.1139,0.4344
empty,10,0.5,TP,20,469.16,21.43,36.78,0.18,219.0,4.8,1.068,0.3897,1.0,13.0,0.2481,0.0235
empty,20,0.5,LNS-MAPD,20,86.19,16.38,38.03,0.4,14.8,0.3,1.0316,0.0503,1.0,1.5,0.5917,0.0568
empty,20,0.5,PIBT,11,82.12,11.87,43.12,1.53,26.3,0.1,1.0045,0.0349,1.0,3.25,0.0136,0.0031
empty,20,0.5,PIBT-NoDist,12,139.92,120.87,41.06,2.38,194.8,37.1,1.0023,0.0161,1.0,1.4737,1.0029,0.0756
empty,20,0.5,RCMA,20,86.11,10.25,44.45,0.58,1548.6,1.8,1.0002,0.0046,1.0,1.2,2.4135,0.2055
empty,20,0.5,TP,20,107.3,13.12,40.59,0.81,128.9,15.1,1.1695,0.6649,1.0,19.5,0.6924,0.1602
empty,30,0.5,LNS-MAPD,20,38.51,0.65,37.42,0.44,15.0,0.4,1.0391,0.0543,1.0,1.5,0.71,0.1176
empty,30,0.5,PIBT,11,46.41,0.97,57.77,1.07,26.4,0.2,1.0032,0.0241,1.0,2.0208,0.0163,0.004
empty,30,0.5,PIBT-NoDist,14,44.8,0.62,60.18,0.78,155.7,2.8,1.0046,0.0368,1.0,2.5,0.7414,0.1419
empty,30,0.5,RCMA,20,42.07,0.91,53.45,0.92,1550.7,1.8,1.0006,0.0074,1.0,1.6667,3.1824,0.1545
empty,30,0.5,TP,20,65.94,2.24,52.57,1.46,116.4,17.3,1.2733,0.853,1.0,15.0,2.0845,0.5237
empty,40,0.5,LNS-MAPD,20,37.58,0.28,37.38,0.26,15.2,0.4,1.0454,0.0534,1.0,1.5,0.6984,0.0793
empty,40,0.5,PIBT,9,41.38,0.36,76.92,3.86,26.9,0.2,1.0041,0.0323,1.0,2.0,0.0209,0.0065
empty,40,0.5,PIBT-NoDist,11,43.35,5.79,73.89,10.69,159.0,13.0,1.0044,0.0325,1.0,2.0,0.5838,0.1844
empty,40,0.5,RCMA,20,38.32,0.49,57.35,0.83,1554.3,2.7,1.0009,0.0098,1.0,1.6667,4.2973,0.2058
empty,40,0.5,TP,20,66.93,0.71,60.14,0.77,124.9,11.1,1.3392,0.9741,1.0,14.4,3.0983,0.5645
empty,50,0.5,LNS-MAPD,20,37.08,0.19,37.38,0.17,15.2,0.4,1.047,0.0522,1.0,1.5,0.6371,0.0745
empty,50,0.5,PIBT,9,39.74,0.26,94.34,6.02,27.3,0.2,1.0053,0.045,1.0,2.0,0.0254,0.0056
empty,50,0.5,PIBT-NoDist,5,39.55,0.33,94.92,0.82,169.4,1.7,1.0037,0.0301,1.0,2.0,0.6224,0.0959
empty,50,0.5,RCMA,20,36.77,0.32,59.21,0.65,1558.5,3.2,1.0013,0.0117,1.0,1.6667,5.4734,0.2688
empty,50,0.5,TP,20,68.32,1.12,62.07,0.55,141.4,17.6,1.3697,1.0511,1.0,16.0,4.2496,1.2422
empty,10,1.0,LNS-MAPD,20,576.96,15.01,36.13,0.23,15.0,0.4,1.0366,0.0553,1.0,4.95,0.9519,0.1639
empty,10,1.0,PIBT,10,653.01,9.59,36.15,0.16,26.1,0.1,1.0017,0.016,1.0,1.7778,0.0102,0.0027
empty,10,1.0,PIBT-NoDist,4,637.73,4.94,35.96,0.15,260.3,1.1,1.0015,0.0125,1.0,1.2632,0.4741,0.0283
empty,10,1.0,RCMA,20,585.82,7.55,40.44,0.22,1559.4,1.5,1.0,0.0032,1.0,1.0833,3.2349,0.4709
empty,10,1.0,TP,20,696.56,16.56,36.34,0.17,264.8,6.7,1.0835,0.4839,1.0,17.0,0.3118,0.0372
empty,20,1.0,LNS-MAPD,20,225.42,9.71,36.94,0.3,14.4,0.4,1.0412,0.0498,1.0,1.5,0.7425,0.1216
empty,20,1.0,PIBT,4,231.33,7.15,37.09,0.34,26.2,0.1,1.0026,0.0141,1.0,1.25,0.0109,0.0043
empty,20,1.0,PIBT-NoDist,3,177.63,76.99,38.71,2.31,218.8,29.7,1.0033,0.0244,1.0,1.5,0.8695,0.1092
empty,20,1.0,RCMA,20,221.14,7.53,41.54,0.26,1552.6,1.5,1.0003,0.0058,1.0,1.3333,4.9856,0.1986
empty,20,1.0,TP,20,276.38,12.26,37.15,0.16,222.1,10.6,1.159,0.6624,1.0,25.0,0.754,0.1445
empty,30,1.0,LNS-MAPD,20,120.89,9.34,37.94,0.32,15.4,0.3,1.0431,0.0576,1.0,3.0513,1.0532,0.0536
empty,30,1.0,PIBT,9,109.74,6.41,38.84,0.35,26.1,0.0,1.0045,0.0267,1.0,1.8333,0.0206,0.0063
empty,30,1.0,PIBT-NoDist,11,121.39,40.46,38.56,1.76,187.6,54.4,1.0054,0.0325,1.0,2.625,1.0571,0.3495
empty,30,1.0,RCMA,20,108.7,6.45,42.91,0.25,1550.1,1.9,1.0006,0.0091,1.0,1.6667,5.1445,1.4125
empty,30,1.0,TP,20,151.18,12.95,38.39,0.26,187.1,15.1,1.2672,0.8908,1.0,21.8333,1.6449,0.4579
empty,40,1.0,LNS-MAPD,20,62.02,10.37,38.41,0.34,16.5,0.6,1.0462,0.0602,1.0,1.5,1.3781,0.0815
empty,40,1.0,PIBT,6,53.45,2.6,45.68,1.5,26.1,0.2,1.006,0.0417,1.0,3.0,0.0193,0.0086
empty,40,1.0,PIBT-NoDist,7,58.77,4.14,43.42,1.22,181.5,7.5,1.0066,0.0369,1.0,2.6667,1.065,0.1158
empty,40,1.0,RCMA,20,58.41,5.44,44.73,0.57,1548.6,1.8,1.0009,0.011,1.0,2.0,8.1437,0.3156
empty,40,1.0,TP,20,96.13,6.56,40.09,0.54,166.6,25.3,1.3802,1.0821,1.0,31.5,3.1452,0.88
empty,50,1.0,LNS-MAPD,20,41.46,3.01,38.27,0.48,16.6,0.5,1.0483,0.0636,1.0,1.5,1.5544,0.1429
empty,50,1.0,PIBT,10,44.25,0.85,52.18,1.61,26.4,0.0,1.0071,0.0372,1.0,2.0,0.0306,0.0073
empty,50,1.0,PIBT-NoDist,8,45.89,1.35,49.45,0.4,183.1,2.8,1.0075,0.0476,1.0,2.6667,1.2256,0.0718
empty,50,1.0,RCMA,20,41.29,1.05,49.47,1.01,1550.6,2.2,1.0012,0.0119,1.0,1.6667,10.3909,0.437
empty,50,1.0,TP,20,72.47,5.26,43.19,1.45,141.1,23.2,1.4847,1.143,1.0,19.6667,5.2314,2.1353
empty,10,2.0,LNS-MAPD,20,651.69,5.67,35.6,0.12,15.6,0.8,1.039,0.0503,1.0,3.2647,2.2969,0.4158
empty,10,2.0,PIBT,7,748.33,10.17,35.78,0.15,26.4,0.1,1.0018,0.0151,1.0,1.5,0.0068,0.0021
empty,10,2.0,PIBT-NoDist,5,771.87,6.75,35.89,0.16,276.0,2.5,1.0015,0.0118,1.0,1.3,0.6765,0.0124
empty,10,2.0,RCMA,20,676.15,6.47,40.22,0.17,1562.7,2.0,1.0,0.0063,1.0,1.2,2.5761,0.0581
empty,10,2.0,TP,20,796.11,12.69,36.12,0.15,279.3,7.5,1.0648,0.3505,1.0,15.0,0.3095,0.0336
empty,20,2.0,LNS-MAPD,20,300.73,5.5,36.03,0.22,14.8,0.4,1.0447,0.0511,1.0,1.5476,1.4526,0.1687
empty,20,2.0,PIBT,10,308.82,43.99,36.84,1.28,26.1,0.1,1.0036,0.0217,1.0,1.4286,0.0143,0.0047
empty,20,2.0,PIBT-NoDist,9,330.15,4.52,36.14,0.19,259.0,3.9,1.0032,0.0211,1.0,1.6667,1.3353,0.1297
empty,20,2.0,RCMA,20,305.21,4.71,40.98,0.28,1556.0,1.5,1.0002,0.005,1.0,1.2,6.4656,0.1648
empty,20,2.0,TP,20,384.21,10.16,36.6,0.21,260.9,12.9,1.1474,0.635,1.0,17.5,0.799,0.1386
empty,30,2.0,LNS-MAPD,20,188.57,5.35,36.68,0.24,15.1,0.4,1.0493,0.0556,1.0,2.4091,1.43,0.1328
empty,30,2.0,PIBT,9,190.87,4.3,36.59,0.13,26.2,0.0,1.0051,0.027,1.0,1.5789,0.0236,0.0061
empty,30,2.0,PIBT-NoDist,5,190.55,59.14,37.02,1.29,245.9,23.3,1.0044,0.0212,1.0,1.3333,1.5478,0.3453
empty,30,2.0,RCMA,20,184.21,3.8,41.79,0.27,1553.9,1.8,1.0003,0.0064,1.0,1.6667,7.9969,1.8676
empty,30,2.0,TP,20,252.94,6.54,37.22,0.26,250.6,11.8,1.2728,0.8776,1.0,19.3333,1.8684,0.447
empty,40,2.0,LNS-MAPD,20,135.7,4.89,37.28,0.25,15.7,0.3,1.0542,0.0812,1.0,8.05,1.6889,0.1504
empty,40,2.0,PIBT,7,127.65,0.74,37.16,0.12,26.2,0.0,1.0069,0.0337,1.0,2.0,0.0244,0.0086
empty,40,2.0,PIBT-NoDist,11,99.36,36.72,40.49,4.15,216.6,28.7,1.007,0.036,1.0,2.0,1.8523,0.644
empty,40,2.0,RCMA,20,125.37,3.52,42.56,0.2,1552.0,2.1,1.0006,0.0085,1.0,1.6667,12.8213,0.4036
empty,40,2.0,TP,20,187.49,10.69,38.01,0.28,242.8,14.4,1.3735,1.0483,1.0,25.6667,3.096,0.8793
empty,50,2.0,LNS-MAPD,19,104.05,4.68,38.2,0.46,16.5,0.5,1.0552,0.085,1.0,11.6,2.0757,0.1018
empty,50,2.0,PIBT,14,90.98,3.69,38.32,0.36,26.1,0.0,1.0083,0.0395,1.0,2.6667,0.029,0.0071
empty,50,2.0,PIBT-NoDist,3,89.07,1.19,38.77,0.45,220.8,5.7,1.0089,0.0347,1.0,1.4,1.7556,0.1286
empty,50,2.0,RCMA,20,91.13,3.37,43.49,0.38,1552.2,1.9,1.0011,0.0124,1.0,1.6667,16.8907,0.6179
empty,50,2.0,TP,20,150.34,7.15,38.68,0.32,241.3,20.6,1.5006,1.4093,1.0,41.0,4.9692,1.6002
empty,10,5.0,LNS-MAPD,20,696.17,6.76,35.45,0.19,17.1,1.2,1.0414,0.0483,1.0,1.7143,3.6016,0.7134
empty,10,5.0,PIBT,13,822.89,8.99,35.82,0.2,26.4,0.1,1.0014,0.0137,1.0,1.6667,0.0093,0.0028
empty,10,5.0,PIBT-NoDist,5,829.65,3.37,35.82,0.12,283.1,3.4,1.0015,0.0136,1.0,1.3571,0.5918,0.0504
empty,10,5.0,RCMA,20,729.17,4.74,39.93,0.22,1571.3,2.8,1.0001,0.0103,1.0,1.6667,4.7399,0.7724
empty,10,5.0,TP,20,867.32,14.46,35.88,0.2,288.5,5.3,1.0787,0.4238,1.0,17.3333,0.3565,0.0456
empty,20,5.0,LNS-MAPD,20,351.1,4.11,35.72,0.26,16.6,0.8,1.0471,0.051,1.0,1.5714,2.8554,0.497
empty,20,5.0,PIBT,7,390.62,45.2,36.3,0.73,26.2,0.2,1.0036,0.0218,1.0,1.3913,0.0149,0.0054
empty,20,5.0,PIBT-NoDist,12,393.4,41.3,35.94,0.62,265.7,31.8,1.0033,0.0236,1.0,2.0,1.7455,0.4655
empty,20,5.0,RCMA,20,358.15,3.06,40.62,0.26,1563.9,2.5,1.0002,0.0047,1.0,1.25,7.8701,0.2169
empty,20,5.0,TP,20,440.74,7.24,36.28,0.25,275.6,5.8,1.1571,0.7092,1.0,20.3333,0.8444,0.1163
empty,30,5.0,LNS-MAPD,20,239.31,4.32,36.11,0.29,16.4,0.5,1.0549,0.0967,1.0,15.2667,2.5206,0.4046
empty,30,5.0,PIBT,10,260.91,2.17,35.88,0.2,26.2,0.0,1.0049,0.0279,1.0,1.625,0.0232,0.0057
empty,30,5.0,PIBT-NoDist,13,257.9,3.63,35.97,0.28,268.1,3.8,1.0049,0.0261,1.0,2.0,2.2091,0.0892
empty,30,5.0,RCMA,20,235.34,2.47,41.41,0.2,1562.3,3.0,1.0004,0.0064,1.0,1.25,11.7482,0.2275
empty,30,5.0,TP,20,313.18,7.18,36.73,0.2,274.1,21.1,1.2834,1.0168,1.0,64.0,1.8463,0.5471
empty,40,5.0,LNS-MAPD,20,182.88,2.91,36.57,0.3,16.2,0.3,1.0535,0.0558,1.0,2.037,2.8816,0.4452
empty,40,5.0,PIBT,11,185.9,8.25,35.98,0.23,26.1,0.1,1.0069,0.0353,1.0,2.3333,0.0236,0.0068
empty,40,5.0,PIBT-NoDist,7,136.82,69.9,48.23,20.26,232.7,49.0,1.0066,0.0374,1.0,2.0,1.5741,0.6778
empty,40,5.0,RCMA,20,173.68,2.08,42.03,0.24,1560.8,3.2,1.0006,0.0085,1.0,1.25,16.1697,0.4188
empty,40,5.0,TP,20,247.88,6.35,37.11,0.34,271.5,14.1,1.3883,1.1543,1.0,33.5,3.306,0.5621
empty,50,5.0,LNS-MAPD,20,145.91,3.34,36.86,0.33,16.5,0.3,1.0563,0.0662,1.0,5.375,2.698,0.4827
empty,50,5.0,PIBT,5,135.59,22.19,36.95,1.19,26.1,0.1,1.0096,0.0582,1.0,3.3333,0.0281,0.0097
empty,50,5.0,PIBT-NoDist,10,142.65,20.41,36.52,0.7,259.3,13.6,1.0092,0.0443,1.0,2.5,2.9853,0.5482
empty,50,5.0,RCMA,20,137.0,2.1,42.54,0.28,1561.3,3.2,1.0009,0.011,1.0,1.6667,21.634,0.6627
empty,50,5.0,TP,20,210.31,11.44,37.53,0.25,280.2,20.8,1.5211,1.4263,1.0,42.75,5.7465,2.5247
