Map,Agents,Lambda,Algorithm,Samples,AvgServiceTime,AvgServiceTime_std,AvgPathLength,AvgPathLength_std,PeakMemory_MB,PeakMemory_MB_std,NPC,NPC_std,NPC_min,NPC_max,PerStepTime,PerStepTime_std
empty,10,1.0,w/o_HashSIPP,20,609.3945000000001,15.432924638406588,37.05189907273005,0.2835284687747758,10.4052734375,1.2359938708481353,1.0543100000000003,0.0591399999999999,1.0,2.0,1.093877911011458,0.0401268629618814
empty,10,1.0,w/o_LNS,20,623.2040000000001,10.6923112562252,39.415699828001735,0.2514747891501839,10.52265625,1.0280026060466243,1.0486700000000002,0.046885,1.0125,1.6667,0.8709669020851171,0.0879012953395991
empty,10,1.0,w/o_PrePlan,20,567.5754999999999,8.904140654182946,35.94305105703482,0.213454546152838,8.616796875,1.5669949223620576,1.0362350000000002,0.04606,1.0,1.5,1.9437751862087032,0.1578889898573771
empty,20,1.0,Baseline,20,237.55600000000004,7.70625951999241,40.59427720655059,0.3091299578541221,8.515625,1.0332999897074615,1.0485850000000003,0.04696,1.0125,1.6667,0.84010106232391,0.1496430476561943
empty,20,1.0,Full,20,226.647,10.458955417299215,36.89153460796698,0.2281838634443761,8.9072265625,0.2310825311266955,1.0410499999999998,0.04965,1.0,1.6667,0.7602366263501346,0.0506511602508448
empty,20,1.0,w/o_HashSIPP,20,239.11849999999995,7.783697724292606,37.566210301957724,0.301288923942099,9.5966796875,0.1920152394119456,1.053805,0.0633249999999999,1.0,2.0,1.559249079723546,0.0752459404815455
empty,20,1.0,w/o_LNS,20,252.38500000000005,7.995657044855501,40.59526959650084,0.3318909677659706,9.2240234375,0.8740534660656788,1.051575,0.0700799999999999,1.0125,11.4,0.4887051569319498,0.0895954608087871
empty,20,1.0,w/o_PrePlan,20,213.6275,8.161665771023383,37.01301447366875,0.252116224300448,8.9466796875,1.7088818813250468,1.039535,0.049295,1.0,1.5435,1.0038735692562732,0.1323998521356568
empty,30,1.0,Baseline,20,126.036,5.724581713057615,42.83190560806859,0.5666114987828488,9.545703125,0.3463152359485245,1.04939,0.04887,1.0125,2.0,0.6497268610275346,0.1236261805598175
empty,30,1.0,Full,20,121.623,8.763946539508806,37.90885227195266,0.3098868532885893,9.7658203125,0.228667045255399,1.0433800000000002,0.05888,1.0,3.0513,1.014322190055832,0.0397032039647956
empty,30,1.0,w/o_HashSIPP,20,129.3055,7.994408226675495,39.0948440623494,0.4787206970064589,11.0673828125,1.2885944593636165,1.06089,0.07188,1.0,2.0,2.327168620630581,0.1344203926115852
empty,30,1.0,w/o_LNS,20,143.22400000000002,6.138177682599122,42.9521510546537,0.5009267710203831,10.3703125,1.7137114956601447,1.0543049999999998,0.071415,1.0125,5.32,0.6815744740002747,0.0765628215725536
empty,30,1.0,w/o_PrePlan,20,106.384,8.440654377226299,37.91504931939628,0.3208872521395728,9.21484375,0.3394831817555935,1.042165,0.0565049999999999,1.0,2.0,1.0387456886675162,0.0495153763038038
empty,40,1.0,Baseline,20,75.90699999999998,5.78067023977779,45.23261154406023,0.7868548133952066,12.4279296875,2.866190870309358,1.05017,0.04878,1.0125,1.6667,0.6845962680127102,0.0851436205949904
empty,40,1.0,Full,20,61.9825,10.472576154690376,38.42074773665207,0.3782230769098881,10.8576171875,2.0154498705506447,1.046555,0.060725,1.0,1.5,1.195209990705854,0.1797815721616815
empty,40,1.0,w/o_HashSIPP,20,70.39349999999999,11.624771769123493,39.851483220224296,0.8435197044435935,11.6544921875,0.503167768682671,1.064565,0.0777849999999999,1.0,2.0,3.539059449629192,0.2838336605224185
empty,40,1.0,w/o_LNS,20,85.426,8.78876280138151,45.00590617220222,0.7508773494419407,11.770703125,2.171446801136636,1.05459,0.074595,1.0125,9.2308,0.9048449714419244,0.0735196856713611
empty,40,1.0,w/o_PrePlan,20,58.365,8.049337010946273,38.68963879544896,0.4221819436111114,9.8916015625,1.2661958811106562,1.043375,0.06935,1.0,4.7143,1.2915373805131882,0.0514731980769518
empty,50,1.0,Baseline,20,53.387000000000015,3.9735813092288215,47.52606840438949,1.034388484079394,11.2046875,0.8745128681020945,1.050785,0.050285,1.0125,2.0,0.9530535050398437,0.0750778453399286
empty,50,1.0,Full,20,41.46400000000001,3.0139315118122267,38.27454750825866,0.4825494735927837,10.6931640625,0.8328695807111653,1.048335,0.063565,1.0,1.5,1.4476459999571434,0.1066554777934885
empty,50,1.0,w/o_HashSIPP,20,44.85449999999999,4.229265800411025,39.62520235017744,0.6390006779369394,12.096484375,0.5556539544306549,1.060155,0.077195,1.0,2.5,4.5853752488305695,0.463413047104415
empty,50,1.0,w/o_LNS,19,52.20842105263158,3.8202519741764194,46.357881397505125,1.2045491420321308,11.733963815789474,1.963382308140516,1.0509736842105262,0.0522473684210526,1.0125,3.0625,1.0132557750813105,0.0486289790144948
empty,50,1.0,w/o_PrePlan,20,41.62850000000001,2.9482720630726638,38.44890553488017,0.6048447009545097,10.66484375,1.733492488993119,1.0480300000000002,0.063835,1.0,1.5,1.4090784847370483,0.1387665969706246
empty,10,2.0,Baseline,20,671.7515000000001,6.935230634043001,38.208916943119775,0.131662160925851,8.55,0.842253942916596,1.0481750000000003,0.047075,1.0125,2.0,4.065675505851919,0.49967580933675
